pptname,invariant,invariantType,variables,postmanAssertion,tp,fp,enter,bug,group
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.checkInOut.checkOutDescription == null,daikon.inv.unary.scalar.OneOfScalar,(return.policies.checkInOut.checkOutDescription),pm.expect(return_policies_checkInOut_checkOutDescription).to.be.null,0,1,0,0,data.offers.policies.checkInOut.checkOutDescription
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.self is Url,daikon.inv.unary.string.IsUrl,(return.self),"pm.expect(return_self).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.offers.self
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"size(return.price.taxes[]) one of { 1, 2 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.price.taxes[..])),"pm.expect([1, 2, 0].includes(return_price_taxes_size_array)).to.be.true",0,1,0,0,data.offers.price.taxes
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,size(return.price.variations.changes[]) >= 1,daikon.inv.unary.scalar.LowerBound,(size(return.price.variations.changes[..])),pm.expect(return_price_variations_changes_size_array).to.be.at.least(1),1,0,0,0,data.offers.price.variations.changes
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,"size(return.policies.guarantee.acceptedPayments.methods[]) one of { 1, 2 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.policies.guarantee.acceptedPayments.methods[..])),"pm.expect([1, 2, 0].includes(return_policies_guarantee_acceptedPayments_methods_size_array)).to.be.true",0,1,0,0,data.offers.policies.guarantee.acceptedPayments.methods
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,size(return.policies.deposit.acceptedPayments.creditCards[]) == 7,daikon.inv.unary.scalar.OneOfScalar,(size(return.policies.deposit.acceptedPayments.creditCards[..])),pm.expect([7].includes(return_policies_deposit_acceptedPayments_creditCards_size_array)).to.be.true,0,1,0,0,data.offers.policies.deposit.acceptedPayments.creditCards
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,size(return.policies.deposit.acceptedPayments.methods[]) == 1,daikon.inv.unary.scalar.OneOfScalar,(size(return.policies.deposit.acceptedPayments.methods[..])),pm.expect([1].includes(return_policies_deposit_acceptedPayments_methods_size_array)).to.be.true,0,1,0,0,data.offers.policies.deposit.acceptedPayments.methods
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,input.adults >= return.policies.cancellation.numberOfNights,daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.adults, return.policies.cancellation.numberOfNights)",pm.expect(input_adults).to.be.at.least(return_policies_cancellation_numberOfNights),0,1,0,0,data.offers.policies.cancellation.numberOfNights
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,input.adults >= size(return.policies.deposit.acceptedPayments.methods[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.adults, size(return.policies.deposit.acceptedPayments.methods[..]))",pm.expect(input_adults).to.be.at.least(return_policies_deposit_acceptedPayments_methods_size_array),0,1,0,0,data.offers.policies.deposit.acceptedPayments.methods
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,input.checkInDate is a substring of return.policies.holdTime.deadline,daikon.inv.binary.twoString.StdString$SubString,"(input.checkInDate, return.policies.holdTime.deadline)",pm.expect(return_policies_holdTime_deadline.includes(input_checkInDate)).to.be.true,1,0,0,0,data.offers.policies.holdTime.deadline
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,input.roomQuantity >= return.policies.cancellation.numberOfNights,daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.roomQuantity, return.policies.cancellation.numberOfNights)",pm.expect(input_roomQuantity).to.be.at.least(return_policies_cancellation_numberOfNights),0,1,0,0,data.offers.policies.cancellation.numberOfNights
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,input.roomQuantity >= size(return.policies.guarantee.acceptedPayments.methods[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.roomQuantity, size(return.policies.guarantee.acceptedPayments.methods[..]))",pm.expect(input_roomQuantity).to.be.at.least(return_policies_guarantee_acceptedPayments_methods_size_array),0,1,0,0,data.offers.policies.guarantee.acceptedPayments.methods
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,input.lang is a substring of return.self,daikon.inv.binary.twoString.StdString$SubString,"(input.lang, return.self)",pm.expect(return_self.includes(input_lang)).to.be.true,1,0,0,0,data.offers.self
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.id is a substring of return.self,daikon.inv.binary.twoString.StdString$SubString,"(return.id, return.self)",pm.expect(return_self.includes(return_id)).to.be.true,1,0,0,0,data.offers.id
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.checkInDate is a substring of return.policies.holdTime.deadline,daikon.inv.binary.twoString.StdString$SubString,"(return.checkInDate, return.policies.holdTime.deadline)",pm.expect(return_policies_holdTime_deadline.includes(return_checkInDate)).to.be.true,1,0,0,0,data.offers.checkInDate
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.category is a substring of return.room.description.text,daikon.inv.binary.twoString.StdString$SubString,"(return.category, return.room.description.text)",pm.expect(return_room_description_text.includes(return_category)).to.be.true,0,1,0,0,data.offers.category
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.room.typeEstimated.beds >= return.policies.cancellation.numberOfNights,daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.room.typeEstimated.beds, return.policies.cancellation.numberOfNights)",pm.expect(return_room_typeEstimated_beds).to.be.at.least(return_policies_cancellation_numberOfNights),0,1,0,0,data.offers.room.typeEstimated.beds
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.cancellation.numberOfNights <= size(input.hotelIds[]),daikon.inv.binary.twoScalar.IntLessEqual,"(return.policies.cancellation.numberOfNights, size(input.hotelIds[..]))",pm.expect(return_policies_cancellation_numberOfNights).to.be.lte(input_hotelIds_size_array),0,1,0,0,data.offers.policies.cancellation.numberOfNights
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.cancellation.numberOfNights <= size(return.price.taxes[]),daikon.inv.binary.twoScalar.IntLessEqual,"(return.policies.cancellation.numberOfNights, size(return.price.taxes[..]))",pm.expect(return_policies_cancellation_numberOfNights).to.be.lte(return_price_taxes_size_array),0,1,0,0,data.offers.policies.cancellation.numberOfNights
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,return.policies.cancellation.numberOfNights <= size(return.price.variations.changes[]),daikon.inv.binary.twoScalar.IntLessEqual,"(return.policies.cancellation.numberOfNights, size(return.price.variations.changes[..]))",pm.expect(return_policies_cancellation_numberOfNights).to.be.lte(return_price_variations_changes_size_array),0,1,0,0,data.offers.policies.cancellation.numberOfNights
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,size(input.hotelIds[]) <= size(return.policies.guarantee.acceptedPayments.creditCards[]),daikon.inv.binary.twoScalar.IntLessEqual,"(size(input.hotelIds[..]), size(return.policies.guarantee.acceptedPayments.creditCards[..]))",pm.expect(input_hotelIds_size_array).to.be.lte(return_policies_guarantee_acceptedPayments_creditCards_size_array),0,1,0,0,data.offers.policies.guarantee.acceptedPayments.creditCards
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,size(input.hotelIds[]) >= size(return.policies.guarantee.acceptedPayments.methods[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(size(input.hotelIds[..]), size(return.policies.guarantee.acceptedPayments.methods[..]))",pm.expect(input_hotelIds_size_array).to.be.at.least(return_policies_guarantee_acceptedPayments_methods_size_array),0,1,0,0,data.offers.policies.guarantee.acceptedPayments.methods
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,size(input.hotelIds[]) <= size(return.policies.deposit.acceptedPayments.creditCards[]),daikon.inv.binary.twoScalar.IntLessEqual,"(size(input.hotelIds[..]), size(return.policies.deposit.acceptedPayments.creditCards[..]))",pm.expect(input_hotelIds_size_array).to.be.lte(return_policies_deposit_acceptedPayments_creditCards_size_array),0,1,0,0,data.offers.policies.deposit.acceptedPayments.creditCards
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,size(return.price.taxes[]) >= size(return.policies.guarantee.acceptedPayments.methods[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(size(return.price.taxes[..]), size(return.policies.guarantee.acceptedPayments.methods[..]))",pm.expect(return_price_taxes_size_array).to.be.at.least(return_policies_guarantee_acceptedPayments_methods_size_array),0,1,0,0,data.offers.price.taxes
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,size(return.price.variations.changes[]) <= size(return.policies.guarantee.acceptedPayments.creditCards[]),daikon.inv.binary.twoScalar.IntLessEqual,"(size(return.price.variations.changes[..]), size(return.policies.guarantee.acceptedPayments.creditCards[..]))",pm.expect(return_price_variations_changes_size_array).to.be.lte(return_policies_guarantee_acceptedPayments_creditCards_size_array),0,1,0,0,data.offers.price.variations.changes
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT,size(return.price.variations.changes[]) >= size(return.policies.deposit.acceptedPayments.methods[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(size(return.price.variations.changes[..]), size(return.policies.deposit.acceptedPayments.methods[..]))",pm.expect(return_price_variations_changes_size_array).to.be.at.least(return_policies_deposit_acceptedPayments_methods_size_array),0,1,0,0,data.offers.price.variations.changes
/shopping/hotel-offers&getMultiHotelOffers&200&data():::ENTER,size(input.hotelIds[]) >= 1,daikon.inv.unary.scalar.LowerBound,(size(input.hotelIds[..])),pm.expect(input_hotelIds_size_array).to.be.at.least(1),0,0,1,0,
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,"return.type == ""hotel-offers""",daikon.inv.unary.string.OneOfString,(return.type),"pm.expect([""hotel-offers""].includes(return_type)).to.be.true",1,0,0,0,data.type
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,LENGTH(return.type)==12,daikon.inv.unary.string.FixedLengthString,(return.type),pm.expect(return_type).to.have.length(12),1,0,0,0,data.type
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,return.self is Url,daikon.inv.unary.string.IsUrl,(return.self),"pm.expect(return_self).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.self
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,LENGTH(return.hotel.hotelId)==8,daikon.inv.unary.string.FixedLengthString,(return.hotel.hotelId),pm.expect(return_hotel_hotelId).to.have.length(8),1,0,0,0,data.hotel.hotelId
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,LENGTH(return.hotel.chainCode)==2,daikon.inv.unary.string.FixedLengthString,(return.hotel.chainCode),pm.expect(return_hotel_chainCode).to.have.length(2),1,0,0,0,data.hotel.chainCode
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,LENGTH(return.hotel.dupeId)==9,daikon.inv.unary.string.FixedLengthString,(return.hotel.dupeId),pm.expect(return_hotel_dupeId).to.have.length(9),1,0,0,0,data.hotel.dupeId
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,return.hotel.dupeId is Numeric,daikon.inv.unary.string.IsNumeric,(return.hotel.dupeId),"pm.expect(return_hotel_dupeId).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",1,0,0,0,data.hotel.dupeId
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,LENGTH(return.hotel.cityCode)==3,daikon.inv.unary.string.FixedLengthString,(return.hotel.cityCode),pm.expect(return_hotel_cityCode).to.have.length(3),1,0,0,0,data.hotel.cityCode
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,"return.hotel.type == ""hotel""",daikon.inv.unary.string.OneOfString,(return.hotel.type),"pm.expect([""hotel""].includes(return_hotel_type)).to.be.true",1,0,0,0,data.hotel.type
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,LENGTH(return.hotel.type)==5,daikon.inv.unary.string.FixedLengthString,(return.hotel.type),pm.expect(return_hotel_type).to.have.length(5),1,0,0,0,data.hotel.type
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,size(input.hotelIds[]) >= 1,daikon.inv.unary.scalar.LowerBound,(size(input.hotelIds[..])),pm.expect(input_hotelIds_size_array).to.be.at.least(1),0,0,1,0,
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,size(return.offers[]) >= 1,daikon.inv.unary.scalar.LowerBound,(size(return.offers[..])),pm.expect(return_offers_size_array).to.be.at.least(1),1,0,0,0,data.offers
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,return.hotel.hotelId in input.hotelIds[],daikon.inv.binary.sequenceString.MemberString,"(input.hotelIds[..], return.hotel.hotelId)",pm.expect(input_hotelIds_array.includes(return_hotel_hotelId)).to.be.true,1,0,0,0,data.hotel.hotelId
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,input.checkInDate is a substring of return.self,daikon.inv.binary.twoString.StdString$SubString,"(input.checkInDate, return.self)",pm.expect(return_self.includes(input_checkInDate)).to.be.true,1,0,0,0,data.self
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,input.checkOutDate is a substring of return.self,daikon.inv.binary.twoString.StdString$SubString,"(input.checkOutDate, return.self)",pm.expect(return_self.includes(input_checkOutDate)).to.be.true,1,0,0,0,data.self
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,input.countryOfResidence is a substring of return.self,daikon.inv.binary.twoString.StdString$SubString,"(input.countryOfResidence, return.self)",pm.expect(return_self.includes(input_countryOfResidence)).to.be.true,1,0,0,0,data.self
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,input.currency is a substring of return.self,daikon.inv.binary.twoString.StdString$SubString,"(input.currency, return.self)",pm.expect(return_self.includes(input_currency)).to.be.true,1,0,0,0,data.self
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,input.paymentPolicy is a substring of return.self,daikon.inv.binary.twoString.StdString$SubString,"(input.paymentPolicy, return.self)",pm.expect(return_self.includes(input_paymentPolicy)).to.be.true,1,0,0,0,data.self
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,input.boardType is a substring of return.self,daikon.inv.binary.twoString.StdString$SubString,"(input.boardType, return.self)",pm.expect(return_self.includes(input_boardType)).to.be.true,1,0,0,0,data.self
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,input.lang is a substring of return.self,daikon.inv.binary.twoString.StdString$SubString,"(input.lang, return.self)",pm.expect(return_self.includes(input_lang)).to.be.true,1,0,0,0,data.self
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,return.type is a substring of return.self,daikon.inv.binary.twoString.StdString$SubString,"(return.type, return.self)",pm.expect(return_self.includes(return_type)).to.be.true,1,0,0,0,data.type
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,return.hotel.type is a substring of return.type,daikon.inv.binary.twoString.StdString$SubString,"(return.type, return.hotel.type)",pm.expect(return_type.includes(return_hotel_type)).to.be.true,1,0,0,0,data.type
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,return.hotel.hotelId is a substring of return.self,daikon.inv.binary.twoString.StdString$SubString,"(return.self, return.hotel.hotelId)",pm.expect(return_self.includes(return_hotel_hotelId)).to.be.true,1,0,0,0,data.self
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,return.hotel.chainCode is a substring of return.hotel.hotelId,daikon.inv.binary.twoString.StdString$SubString,"(return.hotel.hotelId, return.hotel.chainCode)",pm.expect(return_hotel_hotelId.includes(return_hotel_chainCode)).to.be.true,1,0,0,0,data.hotel.hotelId
/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT,return.hotel.cityCode is a substring of return.hotel.hotelId,daikon.inv.binary.twoString.StdString$SubString,"(return.hotel.hotelId, return.hotel.cityCode)",pm.expect(return_hotel_hotelId.includes(return_hotel_cityCode)).to.be.true,1,0,0,0,data.hotel.hotelId
/shopping/hotel-offers&getMultiHotelOffers&200():::ENTER,size(input.hotelIds[]) >= 1,daikon.inv.unary.scalar.LowerBound,(size(input.hotelIds[..])),pm.expect(input_hotelIds_size_array).to.be.at.least(1),0,0,1,0,
/shopping/hotel-offers&getMultiHotelOffers&200():::EXIT,size(input.hotelIds[]) >= 1,daikon.inv.unary.scalar.LowerBound,(size(input.hotelIds[..])),pm.expect(input_hotelIds_size_array).to.be.at.least(1),0,0,1,0,
/shopping/hotel-offers&getMultiHotelOffers&200():::EXIT,size(input.hotelIds[]) >= size(return.data[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(size(input.hotelIds[..]), size(return.data[..]))",pm.expect(input_hotelIds_size_array).to.be.at.least(return_data_size_array),1,0,0,0,data
