pptname,invariant,invariantType,variables,postmanAssertion,tp,fp,enter,bug,group
/youtube/v3/videos&getVideos&200&items():::EXIT,return.id is a substring of return.snippet.thumbnails.high.url,daikon.inv.binary.twoString.StdString$SubString,"(return.id, return.snippet.thumbnails.high.url)",pm.expect(return_snippet_thumbnails_high_url.includes(return_id)).to.be.true,1,0,0,0,items.id
/youtube/v3/videos&getVideos&200&items():::EXIT,return.id is a substring of return.snippet.thumbnails.maxres.url,daikon.inv.binary.twoString.StdString$SubString,"(return.id, return.snippet.thumbnails.maxres.url)",pm.expect(return_snippet_thumbnails_maxres_url.includes(return_id)).to.be.true,1,0,0,0,items.id
/youtube/v3/videos&getVideos&200&items():::EXIT,return.id is a substring of return.snippet.thumbnails.medium.url,daikon.inv.binary.twoString.StdString$SubString,"(return.id, return.snippet.thumbnails.medium.url)",pm.expect(return_snippet_thumbnails_medium_url.includes(return_id)).to.be.true,1,0,0,0,items.id
/youtube/v3/videos&getVideos&200&items():::EXIT,return.id is a substring of return.snippet.thumbnails.standard.url,daikon.inv.binary.twoString.StdString$SubString,"(return.id, return.snippet.thumbnails.standard.url)",pm.expect(return_snippet_thumbnails_standard_url.includes(return_id)).to.be.true,1,0,0,0,items.id
/youtube/v3/videos&getVideos&200&items():::EXIT,return.player.embedHeight is a substring of return.player.embedHtml,daikon.inv.binary.twoString.StdString$SubString,"(return.player.embedHeight, return.player.embedHtml)",pm.expect(return_player_embedHtml.includes(return_player_embedHeight)).to.be.true,1,0,0,0,items.player.embedHeight
/youtube/v3/videos&getVideos&200&items():::EXIT,return.player.embedWidth is a substring of return.player.embedHtml,daikon.inv.binary.twoString.StdString$SubString,"(return.player.embedHtml, return.player.embedWidth)",pm.expect(return_player_embedHtml.includes(return_player_embedWidth)).to.be.true,1,0,0,0,items.player.embedHtml
/youtube/v3/videos&getVideos&200():::EXIT,input.maxResults == return.pageInfo.resultsPerPage,daikon.inv.binary.twoScalar.IntEqual,"(input.maxResults, return.pageInfo.resultsPerPage)",pm.expect(input_maxResults).to.eql(return_pageInfo_resultsPerPage),1,0,0,0,pageInfo.resultsPerPage
/youtube/v3/videos&getVideos&200():::EXIT,LENGTH(return.etag)==27,daikon.inv.unary.string.FixedLengthString,(return.etag),pm.expect(return_etag).to.have.length(27),1,0,0,0,etag
/youtube/v3/videos&getVideos&200():::EXIT,"return.kind == ""youtube#videoListResponse""",daikon.inv.unary.string.OneOfString,(return.kind),"pm.expect([""youtube#videoListResponse""].includes(return_kind)).to.be.true",1,0,0,0,kind
/youtube/v3/videos&getVideos&200():::EXIT,LENGTH(return.kind)==25,daikon.inv.unary.string.FixedLengthString,(return.kind),pm.expect(return_kind).to.have.length(25),1,0,0,0,kind
/youtube/v3/videos&getVideos&200():::EXIT,LENGTH(return.nextPageToken)==6,daikon.inv.unary.string.FixedLengthString,(return.nextPageToken),pm.expect(return_nextPageToken).to.have.length(6),1,0,0,0,nextPageToken
/youtube/v3/videos&getVideos&200():::EXIT,return.tokenPagination == null,daikon.inv.unary.scalar.OneOfScalar,(return.tokenPagination),pm.expect(return_tokenPagination).to.be.null,1,0,0,0,tokenPagination
/youtube/v3/videos&getVideos&200():::EXIT,input.maxResults >= size(return.items[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.maxResults, size(return.items[..]))",pm.expect(input_maxResults).to.be.at.least(return_items_size_array),1,0,0,0,items
/youtube/v3/videos&getVideos&200():::EXIT,return.pageInfo.resultsPerPage <= return.pageInfo.totalResults,daikon.inv.binary.twoScalar.IntLessEqual,"(return.pageInfo.resultsPerPage, return.pageInfo.totalResults)",pm.expect(return_pageInfo_resultsPerPage).to.be.lte(return_pageInfo_totalResults),1,0,0,0,pageInfo.resultsPerPage
/youtube/v3/videos&getVideos&200():::EXIT,return.pageInfo.resultsPerPage <= size(input.id[]),daikon.inv.binary.twoScalar.IntLessEqual,"(return.pageInfo.resultsPerPage, size(input.id[..]))",pm.expect(return_pageInfo_resultsPerPage).to.be.lte(input_id_size_array),1,0,0,0,pageInfo.resultsPerPage
/youtube/v3/videos&getVideos&200():::EXIT,return.pageInfo.resultsPerPage >= size(return.items[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.pageInfo.resultsPerPage, size(return.items[..]))",pm.expect(return_pageInfo_resultsPerPage).to.be.at.least(return_items_size_array),1,0,0,0,pageInfo.resultsPerPage
/youtube/v3/videos&getVideos&200():::EXIT,return.pageInfo.totalResults <= size(input.id[]),daikon.inv.binary.twoScalar.IntLessEqual,"(return.pageInfo.totalResults, size(input.id[..]))",pm.expect(return_pageInfo_totalResults).to.be.lte(input_id_size_array),1,0,0,0,pageInfo.totalResults
/youtube/v3/videos&getVideos&200():::EXIT,return.pageInfo.totalResults >= size(return.items[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.pageInfo.totalResults, size(return.items[..]))",pm.expect(return_pageInfo_totalResults).to.be.at.least(return_items_size_array),1,0,0,0,pageInfo.totalResults
/youtube/v3/videos&getVideos&200():::EXIT,size(input.id[]) >= size(return.items[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(size(input.id[..]), size(return.items[..]))",pm.expect(input_id_size_array).to.be.at.least(return_items_size_array),1,0,0,0,items
